Subject,Course Number,Section,CRN,Course Title,Credit Hours,Instructor,Campus,Attribute Type,Reserved Seats,Linked Sections,Unnamed: 11,Days,Start Time,End Time,Building,Room,Start Date,End Date,Total Enrolled,Open Enrolled,Total Waitlist,Open Waitlist
SEGR,3107,001,10243,"Decision and Risk Analysis
Lecture",3.0,Ertunga Ozelkan (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Cameron Hall,153,08/19/2024,12/12/2024,44,21,3.0,3.0
SEGR,3110,001,12638,"System Design and Deployment
Lecture",3.0,Linquan Bai (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",04:00  PM,05:15  PM,Smith,303,08/19/2024,12/12/2024,34,30,3.0,3.0
SEGR,3111,001,12262,"Project Management
Lecture",3.0,Gary Teng (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Smith,303,08/19/2024,12/12/2024,34,20,3.0,3.0
SEGR,3201,001,12903,"Operations Research I: Deterministic Models
Lecture",3.0,Mohammad Kazemi (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Fretwell,306,08/19/2024,12/12/2024,20,17,3.0,3.0
SEGR,3201,002,12904,"Operations Research I: Deterministic Models
Lecture",3.0,Alan Dow (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Woodward Hall,155,08/19/2024,12/12/2024,30,22,3.0,3.0
SEGR,3290,001,10244,"Systems Design Project I
Lecture",2.0,"Churlzu Lim (Primary)
Meg Harkins",Main Campus or Dubois Campus,,,,,"Wednesday,Friday",08:00  AM,09:55  AM,,TBA,08/19/2024,12/12/2024ThursdaySMTWTFS07:00  PM - 09:45  PM Type: Class Building: None Room: TBA Start Date: 08/19/2024 End Date: 12/12/2024,25,9,3.0,3.0
SEGR,3291,001,11145,"Systems Design Project II
Lecture",2.0,"Churlzu Lim (Primary)
Meg Harkins",Main Campus or Dubois Campus,,,,,"Monday,Friday",08:00  AM,09:55  AM,,TBA,08/19/2024,12/12/2024ThursdaySMTWTFS07:00  PM - 09:45  PM Type: Class Building: None Room: TBA Start Date: 08/19/2024 End Date: 12/12/2024,11,0,3.0,3.0
SEGR,4101,001,15882,"Network Modeling & Analysis
Lecture",3.0,Churlzu Lim (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Cameron Hall,153,08/19/2024,12/12/2024,20,17,3.0,3.0
SEGR,4114,001,12639,"Production Control Systems
Lecture",3.0,Ertunga Ozelkan (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Cameron Hall,153,08/19/2024,12/12/2024,20,1,5.0,5.0
SEGR,4141,001,11611,"Engineering Experimental Design
Lecture",3.0,Agnes Ozelkan (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,Cameron Hall,153,08/19/2024,12/12/2024,25,12,5.0,5.0
SEGR,4154,001,15883,"Bayesian Analysis for Human Decision
Lecture",3.0,Simon Hsiang (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Cameron Hall,153,08/19/2024,12/12/2024,20,11,3.0,3.0
SEGR,4170,001,12640,"Total Quality Systems
Lecture",3.0,Yesim Sireli (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Smith,303,08/19/2024,12/12/2024,18,1,3.0,3.0
SEGR,4201,001,12062,"Deterministic System Analysis
Lecture",3.0,Richard Alaimo (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",05:30  PM,06:45  PM,Cameron Hall,153,08/19/2024,12/12/2024,15,12,5.0,5.0
SEGR,4203,001,12063,"Fundamentals of Engineering Management
Lecture",3.0,Linquan Bai (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Smith,202,08/19/2024,12/12/2024,20,0,3.0,3.0
SEGR,4961,001,11169,"Intro to Energy Systems
Lecture",3.0,Badrul Chowdhury (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",05:30  PM,06:45  PM,Energy Prod & Infrastructr Ctr,G222,08/19/2024,12/12/2024,15,5,5.0,5.0
TESL,4103,090,15943,"Methods in Teaching English as a Second Language
Lecture",3.0,Cornelia Okraski (Primary),Main Campus or Dubois Campus,,,,,Monday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/19/2024,10/08/2024,10,8,,
TESL,4104,090,15852,"Authentic Assessment
Lecture",3.0,Cornelia Okraski (Primary),Main Campus or Dubois Campus,,,,,Monday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,10/21/2024,10/21/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 10/28/2024 End Date: 10/28/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 11/04/2024 End Date: 11/04/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 11/18/2024 End Date: 11/18/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 12/02/2024 End Date: 12/02/2024,10,8,,
TESL,4204,002,13817,"Inclusive Classrooms for Immigrant Students
Lecture",3.0,Stacey Stafford (Primary),Main Campus or Dubois Campus,,,,,Thursday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,10/16/2024,12/12/2024,10,5,,
TESL,4204,003,15856,"Inclusive Classrooms for Immigrant Students
Lecture",3.0,Bobby Hobgood (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",09:05  AM,10:20  AM,Mebane Hall,108,08/19/2024,12/12/2024,18,7,,
TESL,4205,001,12356,"Sec Lang Acq & Ling K12 School
Lecture",3.0,Joan Lachance (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,10,3,,
TESL,5103,080,12178,"Methods of Teaching English as a Second Language
Lecture",3.0,Cornelia Okraski (Primary),Distance Education,,,,,Monday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/19/2024,10/08/2024,20,5,,
TESL,5104,080,12258,"Authentic Assessment
Lecture",3.0,Cornelia Okraski (Primary),Distance Education,,,,,Monday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,10/21/2024,10/21/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 10/28/2024 End Date: 10/28/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 11/04/2024 End Date: 11/04/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 11/18/2024 End Date: 11/18/2024MondaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 12/02/2024 End Date: 12/02/2024,20,5,,
TESL,5204,082,15860,"Inclusive Classrooms for Immigrant Students
Lecture",3.0,Lan Kolano (Primary),Distance Education,,,,,Thursday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,10/16/2024,12/12/2024,20,12,,
TESL,5205,080,12529,"Second Language Acquisition and Linguistics in K-12 Schools
Lecture",3.0,Joan Lachance (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,20,14,,
TESL,6206,085,15214,"Globalization,Comm, & Schools
Lecture",3.0,Spencer Salas (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,30,21,,
TESL,6470,081,10687,"Intern Tch Engl as 2nd Lang
Internship",5.0,Cornelia Okraski (Primary),Distance Education,,,,,Tuesday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/27/2024,08/27/2024TuesdaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 09/10/2024 End Date: 09/10/2024TuesdaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 09/24/2024 End Date: 09/24/2024TuesdaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 10/08/2024 End Date: 10/08/2024TuesdaySMTWTFS05:30  PM - 08:15  PM Type: Class Building: Online (No Building Needed) Room: INTERNET Start Date: 12/03/2024 End Date: 12/03/2024,20,13,,
TESL,6691,080,15865,"Seminar in Prof Development
Seminar",3.0,Katie Wagner (Primary),Distance Education,,,,,Tuesday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,20,16,,
THEA,1140,001,10897,"The Theatre Experience
Lecture",3.0,Rob Conkie (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Rowe,140,08/19/2024,12/12/2024,50,9,,
THEA,1215,001,14117,"Theatre Tech 1 - Costume
Lecture/Lab",3.0,Rachel Engstrom (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Robinson Hall,230,08/20/2024,12/12/2024,8,0,2.0,2.0
THEA,1225,002,16834,"Theatre Tech 1 - Scenic
Lecture",3.0,Matthew Fraiser (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Robinson Hall,130,08/19/2024,12/12/2024,10,1,2.0,2.0
THEA,1235,001,14118,"Theatre Technology I - Lighting
Lecture",3.0,Gordon Olson (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",11:15  AM,12:30  PM,Robinson Hall,205,08/19/2024,12/12/2024,10,0,2.0,2.0
THEA,1265,001,14144,"Introduction to Stage Performance: NON-MAJORS
Lecture",3.0,Jessica Bilgrad (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",05:30  PM,06:45  PM,Rowe,163,08/19/2024,12/12/2024,20,0,2.0,2.0
THEA,1265,002,14151,"Introduction to Stage Performance: MAJORS
Lecture",3.0,Carlos Cruz Casas (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Rowe,206,08/19/2024,12/12/2024,20,0,,
THEA,1270,003,17296,"Acting I: MAJORS
Lecture",3.0,Marla Brown (Primary),Main Campus or Dubois Campus,Student Data Mart - Gen Ed,,,,"Monday,Wednesday",01:00  PM,02:15  PM,Rowe,163,08/19/2024,12/12/2024,20,13,2.0,2.0
THEA,1300,001,12038,"Play Analysis
Lecture",3.0,Robin Witt (Primary),Main Campus or Dubois Campus,Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Friday,383,08/19/2024,12/12/2024,25,3,,
THEA,1360,001,14155,"Applied Theatre in Communities and Schools
Lecture",3.0,Beth Murray (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Fretwell,305,08/19/2024,12/12/2024,30,1,,
THEA,1502,002,16842,"Global Arts/Humanities: Theatre in Global Contexts
Lecture",3.0,Jill Bloede (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",12:20  PM,01:10  PM,Robinson Hall,103,08/19/2024,12/12/2024,124,31,,
THEA,1502,004,14581,"Global Arts/Humanities: Theatre in Global Contexts
Lecture",3.0,Jill Bloede (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",01:25  PM,02:15  PM,Robinson Hall,103,08/19/2024,12/12/2024,124,75,,
THEA,1512,002,14584,"Local Arts/Humanities: Theatre in the United States
Lecture",3.0,Jay Morong (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,Robinson Hall,103,08/19/2024,12/12/2024,124,1,,
THEA,2210,001,14122,"Costume Design I
Lecture",3.0,Meredith Magoun (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Robinson Hall,205,08/19/2024,12/12/2024,12,0,2.0,2.0
THEA,2215,001,14124,"Stage Make-up
Lecture",3.0,Meredith Magoun (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Robinson Hall,125,08/19/2024,12/12/2024,12,3,,
THEA,2221,001,14141,"Stage Management
Lecture",3.0,Rachel Watkins (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Johnson Band Center Building,109,08/20/2024,12/12/2024,15,0,,
THEA,2250,001,14126,"Lighting Design I
Lecture",3.0,Bruce Auerbach (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Robinson Hall,205,08/19/2024,12/12/2024,12,1,,
THEA,2260,001,14127,"Voice, Text, and the Actor
Lecture",3.0,Jill Bloede (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,Rowe,163,08/19/2024,12/12/2024,20,4,,
THEA,2270,001,14129,"Acting II
Lecture",3.0,Ronald McClelland (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Rowe,206,08/19/2024,12/12/2024,18,0,,
THEA,2310,001,14130,"Theatre History I
Lecture",3.0,Mark Pizzato (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Robinson Hall,109,08/19/2024,12/12/2024,25,6,,
THEA,2400,CS1,14135,"Core-Level Production Practicum: Costume
Practicum",1.0,Rachel Engstrom (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",12:20  PM,02:15  PM,Robinson Hall,230,08/19/2024,12/12/2024,8,0,,
THEA,2400,LT1,14121,"Core-Level Production Practicum: Lighting
Practicum",1.0,Rick Moll (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,11:00  AM,Robinson Hall,205,08/19/2024,12/12/2024,8,5,,
THEA,2400,RC1,12237,"Core-Level Production Practicum: Running Crew
Practicum",1.0,Rachel Watkins (Primary),Main Campus or Dubois Campus,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",06:00  PM,10:00  PM,,,08/19/2024,12/12/2024,8,3,,
THEA,2400,SC1,14139,"Core-Level Production Practicum: Scenic
Practicum",1.0,Meena Carr (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",01:00  PM,03:45  PM,Robinson Hall,130,08/19/2024,12/12/2024,6,1,,
THEA,2400,SMG,12106,"Core-Level Production Practicum: Stage Management
Practicum",1.0,Rachel Watkins (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",09:30  AM,11:00  AM,Robinson Hall,205,08/19/2024,12/12/2024,10,5,,
THEA,2402,001,14131,"Performance Practicum: Theatre
Practicum",1.0,Robin Witt (Primary),Main Campus or Dubois Campus,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",06:00  PM,10:00  PM,Fretwell,307,08/19/2024,12/12/2024,12,4,,
THEA,2402,002,14132,"Performance Practicum: Theatre
Practicum",1.0,Ronald McClelland (Primary),Main Campus or Dubois Campus,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",06:00  PM,10:00  PM,Fretwell,223,10/16/2024,12/12/2024,20,13,,
THEA,2600,001,12043,"Majors Seminar
Seminar",1.0,Margarette Joyner (Primary),Main Campus or Dubois Campus,,,,,Monday,04:00  PM,05:15  PM,Robinson Hall,308,08/19/2024,12/12/2024,25,1,,
THEA,3256,001,16840,"Drawing and Rendering for the Theatre
Lecture",3.0,David Fillmore (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Robinson Hall,205,08/19/2024,12/12/2024,12,6,,
THEA,3300,001,17293,"Directing I
Lecture",3.0,Carlos Cruz Casas (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Rowe,163,08/19/2024,12/12/2024,12,7,4.0,4.0
THEA,4001,001,14235,"Topics in Theatre: Projection Design + Technology
Lecture",3.0,"Benjamin Stickels
Gordon Olson (Primary)",Main Campus or Dubois Campus,,,,,"Monday,Wednesday",01:00  PM,02:15  PM,Robinson Hall,205,08/19/2024,12/12/2024,12,0,2.0,2.0
THEA,4001,002,14811,"Topics in Theatre: Churches and Temples as Inner/Outer Theatres
Lecture",3.0,Mark Pizzato (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,Robinson Hall,308,08/19/2024,12/12/2024,5,4,,
THEA,4001,003,17004,"Topics in Theatre: Playwriting/Screenwriting
Lecture",3.0,Mark Pizzato (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Robinson Hall,109,08/19/2024,12/12/2024,15,0,,
THEA,4001,005,17249,"Topics in Theatre: Entrepreneurship in the Arts
Lecture",3.0,Christopher Elmore (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",05:30  PM,06:45  PM,Robinson Hall,109,08/19/2024,12/12/2024,5,0,,
THEA,4225,001,16844,"Computer-Aided Design for Theatre
Discussion/Problem Session",3.0,Bruce Auerbach (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Robinson Hall,205,08/19/2024,12/12/2024,12,5,,
THEA,4300,001,16839,"Directing II
Lecture",3.0,Robin Witt (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Rowe,163,08/19/2024,12/12/2024,10,3,,
THEA,4310,001,14307,"Theatrical Shakespeare
Lecture",3.0,Rob Conkie (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,Rowe,206,08/19/2024,12/12/2024,18,4,,
THEA,4360,001,14486,"Theatre for Young Audiences
Lecture",3.0,Beth Murray (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,Robinson Hall,109,08/19/2024,12/12/2024,20,13,,
THEA,4400,001,17590,"Internship in Theatre
Internship",3.0,David Fillmore (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4467,002,16846,"Student Teaching/Seminar: K-12 Fine and Performing Arts: Theatre
Student Teaching",12.0,Bernadette MacLeod (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,5,4,,
THEA,4610,001,17318,"Advanced Design, Technology, and Management
Seminar",3.0,Robin Witt (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,002,17375,"Advanced Design, Technology, and Management
Seminar",2.0,Bruce Auerbach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,003,17431,"Advanced Design, Technology, and Management
Seminar",3.0,Robin Witt (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,004,17500,"Advanced Design, Technology, and Management
Seminar",3.0,Ronald McClelland (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,005,17631,"Advanced Design, Technology, and Management
Seminar",3.0,Rachel Watkins (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,2,0,,
THEA,4610,006,17679,"Advanced Design, Technology, and Management
Seminar",3.0,Benjamin Stickels (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,2,0,,
THEA,4610,007,17724,"Advanced Design, Technology, and Management
Seminar",3.0,Gordon Olson (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,008,17729,"Advanced Design, Technology, and Management
Seminar",3.0,Bruce Auerbach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
THEA,4610,009,17734,"Advanced Design, Technology, and Management
Seminar",2.0,Rachel Engstrom (Primary),Main Campus or Dubois Campus,,,,,,,,,,10/16/2024,12/12/2024,1,0,,
THEA,4800,001,17457,"Directed Independent Study
Independent Study",1.0,Hali Hutchison (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,2,1,,
TRAN,3601,001,12457,"Introduction to Translation and Interpreting Studies
Seminar",3.0,Anton Pujol (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,50,21,2.0,2.0
TRAN,4412,001,14344,"Practicum in Trans I - GERM
Practicum",3.0,Angela Jakeway (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,24,16,2.0,2.0
TRAN,4423,001,11732,"Practicum in Translating II - Japanese
Lecture",3.0,Asa Yoneda (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Mebane Hall,032,08/19/2024,12/12/2024,24,7,2.0,2.0
TRAN,4442,001,12202,"Practicum in Trans I - SPAN
Lecture",3.0,Concepcion De Godev (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,24,0,2.0,2.0
TRAN,5412,080,17376,"Practicum in Translating I - German
Practicum",3.0,Susanne Gomoluch (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,2,1,,
TRAN,5422,080,16073,"Practicum in Translating I - Japanese
Practicum",3.0,David Boyd (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,4,3,2.0,2.0
TRAN,5424,080,16075,"Practicum in Translating III - Japanese
Practicum",3.0,David Boyd (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,4,2,2.0,2.0
TRAN,6000,001,17319,"Special Topics in Trans Studie: Translating the Critical Humanities
Lecture",3.0,Donald Cross (Primary),Main Campus or Dubois Campus,,,,,Thursday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,10,3,1.0,1.0
TRAN,6000,080,17324,"Special Topics in Trans Studie: Translating the Critical Humanities
Lecture",3.0,Donald Cross (Primary),Distance Education,,,,,Thursday,05:30  PM,08:15  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,10,1,,
TRAN,6601,001,12464,"History, Theory, and Method of Translation
Seminar",3.0,Christopher Mellinger (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,10,7,2.0,2.0
TRAN,6601,080,12466,"History, Theory, and Method of Translation
Seminar",3.0,Christopher Mellinger (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,10,2,2.0,2.0
UCOL,1000,019,11801,"College Transition for First Year Students
Lecture",3.0,Le'Aira Hames (Primary),Main Campus or Dubois Campus,,,,,Friday,10:10  AM,12:40  PM,Fretwell,202,08/19/2024,12/12/2024,25,5,,
UCOL,1000,020,11595,"College Transition for First Year Students
Lecture",3.0,Barbara Seyter (Primary),Main Campus or Dubois Campus,,,,,Friday,01:25  PM,03:55  PM,Fretwell,223,08/19/2024,12/12/2024,28,8,,
UCOL,1000,022,11596,"College Transition for First Year Students
Lecture",3.0,Chandra Fulwood (Primary),Main Campus or Dubois Campus,,,,,Tuesday,08:30  AM,09:45  AM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,25,0,,
UCOL,1000,031,10541,"College Transition for First Year Students
Lecture",3.0,Anthony Williams (Primary),Main Campus or Dubois Campus,,,,,Tuesday,10:00  AM,11:15  AM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,25,0,,
UCOL,1000,033,10997,"College Transition for First Year Students
Lecture",3.0,"Adam Hatem
Arman Jones (Primary)",Main Campus or Dubois Campus,,,,,Tuesday,02:30  PM,03:45  PM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,13,6,,
UCOL,1000,035,16731,"College Transition for First Year Students
Lecture",3.0,"Adam Hatem
Gabriel Runge (Primary)",Main Campus or Dubois Campus,,,,,Wednesday,02:30  PM,03:45  PM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,25,3,,
UCOL,1000,041,11605,"College Transition for First Year Students
Lecture",3.0,Daryl Lewis (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Friday,106,08/19/2024,12/12/2024,40,8,,
UCOL,1000,045,11626,"College Transition for First Year Students
Lecture",3.0,Daryl Lewis (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Friday,381,08/19/2024,12/12/2024,40,11,,
UCOL,1011,001,17568,"College Transition Transfers
Lecture",3.0,"Adam Hatem
Arman Jones (Primary)",Main Campus or Dubois Campus,,,,,Tuesday,02:30  PM,03:45  PM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,12,9,,
UCOL,1011,006,11803,"College Transition for Transfer Students
Lecture",3.0,Mark Verburg (Primary),Main Campus or Dubois Campus,,,,,Thursday,08:30  AM,09:45  AM,Athl Training and Academic Ctr,A109,08/19/2024,12/12/2024,25,4,,
UCOL,1200,004,12990,"First Year Seminar
Lecture",3.0,Heather Backus (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Smith,325,08/19/2024,12/12/2024,30,3,,
UCOL,1200,005,12991,"First Year Seminar
Lecture",3.0,Sam Martin (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Mebane Hall,007,08/19/2024,12/12/2024,30,1,,
UCOL,1200,006,12992,"First Year Seminar
Lecture",3.0,Cynthia Stone (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",04:00  PM,05:15  PM,Fretwell,114,08/19/2024,12/12/2024,30,9,,
UCOL,1200,009,11317,"First Year Seminar
Lecture",3.0,Tiffany Johnson (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,118,08/19/2024,12/12/2024,30,5,,
UCOL,1200,010,16252,"First Year Seminar
Lecture",3.0,Bridget Zambanini (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Colvard,3140,08/19/2024,12/12/2024,30,0,,
UCOL,1200,011,16253,"First Year Seminar
Lecture",3.0,Alysen Beaty (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Denny,106,08/19/2024,12/12/2024,30,0,,
UCOL,1200,017,11050,"First Year Seminar
Lecture",3.0,Gary Martinez (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Fretwell,406,08/19/2024,12/12/2024,30,0,,
UCOL,1200,023,10187,"First Year Seminar
Lecture",3.0,Jason Black (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Smith,327,08/19/2024,12/12/2024,25,7,,
UCOL,1200,024,10511,"First Year Seminar
Lecture",3.0,Katrina Hudson (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Macy,206,08/19/2024,12/12/2024,30,1,,
UCOL,1200,025,10512,"First Year Seminar
Lecture",3.0,Leefredrick Bowen (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,127,08/19/2024,12/12/2024,30,6,,
UCOL,1200,031,11646,"First Year Seminar
Lecture",3.0,Jahtoya Means (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Macy,207,08/19/2024,12/12/2024,25,1,,
