Subject,Course Number,Section,CRN,Course Title,Credit Hours,Instructor,Campus,Attribute Type,Reserved Seats,Linked Sections,Unnamed: 11,Days,Start Time,End Time,Building,Room,Start Date,End Date,Total Enrolled,Open Enrolled,Total Waitlist,Open Waitlist
SPAN,6001,080,16091,"Adv Studies in Span Language: History of the Spanish Language
Lecture",3.0,Concepcion De Godev (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,5,5,2.0,2.0
SPAN,6003,090,16086,"Studies in Hisp Culture & Civ: Latin American Thought
Lecture",3.0,David Dalton (Primary),Main Campus or Dubois Campus,,,,,Tuesday,06:30  PM,09:15  PM,Mebane Hall,434,08/19/2024,12/12/2024,10,3,2.0,2.0
SPED,2100,001,10301,"Exceptionality in Schools & Society
Lecture",3.0,Holly Johnson (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,College of Health & Human Serv,376,08/19/2024,12/12/2024,60,5,,
SPED,2100,002,10302,"Exceptionality in Schools & Society
Lecture",3.0,Christopher O'Brien (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,College of Health & Human Serv,294,08/19/2024,12/12/2024,40,0,,
SPED,2100,090,10930,"Exceptionality in Schools & Society
Lecture",3.0,Kris Zorigian (Primary),Main Campus or Dubois Campus,,,,,Wednesday,05:00  PM,06:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,28,3,,
SPED,3100,001,12344,"Critical Issues in Special Education
Lecture",3.0,Shawnee Wakeman (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Mebane Hall,103,08/19/2024,12/12/2024,28,15,,
SPED,3210,001,11254,"Enhncng Social-Emtnl Dev Child
Lecture",3.0,Heather Taylor (Primary),Main Campus or Dubois Campus,,,,,Tuesday,02:30  PM,05:15  PM,Macy,201,08/19/2024,12/12/2024,28,15,,
SPED,3210,090,11474,"Enhncng Social-Emtnl Dev Child
Lecture",3.0,Elaine Liberato Jenkins (Primary),Main Campus or Dubois Campus,,,,,Wednesday,05:30  PM,08:15  PM,Mebane Hall,169,08/19/2024,12/12/2024,28,5,2.0,2.0
SPED,4111,001,11255,"Issues in Early Intervention for Young Children with Disabilities
Lecture",3.0,Jane Smith (Primary),Main Campus or Dubois Campus,,,,,Monday,02:30  PM,05:15  PM,College of Health & Human Serv,124,08/19/2024,12/12/2024,28,22,,
SPED,4111,090,11480,"Issues in Early Intervention for Young Children with Disabilities
Lecture",3.0,Jane Smith (Primary),Main Campus or Dubois Campus,,,,,Tuesday,05:30  PM,08:15  PM,Mebane Hall,166,08/19/2024,12/12/2024,28,6,2.0,2.0
SPED,4210,001,10310,"Developmental Interventions for Young Children with Disabilities: Birth through Kindergarten
Lecture",3.0,Anne Marie De Kort-Young (Primary),Main Campus or Dubois Campus,,,,,Wednesday,05:30  PM,08:15  PM,Mebane Hall,165,08/19/2024,12/12/2024,28,19,,
SPED,4270,001,10884,"Classroom Management
Lecture",3.0,Leslie Bross (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Mebane Hall,103,08/19/2024,12/12/2024,28,19,,
SPED,4270,090,11043,"Classroom Management
Lecture",3.0,Holly Johnson (Primary),Main Campus or Dubois Campus,,,,,Wednesday,04:00  PM,06:45  PM,Mebane Hall,168,08/19/2024,12/12/2024,28,16,,
SPED,4271,001,10311,"Syst Instr in Adapt Curriculum
Lecture",3.0,Shawnee Wakeman (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,College of Health & Human Serv,153,08/19/2024,12/12/2024,16,8,,
SPED,4272,090,11131,"Teaching Mathematics to K-12 Learners
Lecture",3.0,Alicia Saunders (Primary),Main Campus or Dubois Campus,,,,,Monday,04:00  PM,06:45  PM,Mebane Hall,103,08/19/2024,12/12/2024,28,6,,
SPED,4275,001,12079,"Teaching Reading to Elementary Learners
Lecture",3.0,Erin FitzPatrick (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Mebane Hall,103,08/19/2024,12/12/2024,28,19,,
SPED,4276,090,10885,"Teaching Reading to Middle and Secondary Learners
Lecture",3.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Macy,201,08/19/2024,12/12/2024,28,25,,
SPED,4277,090,10312,"Teaching Written Expression to K-12 Learners
Lecture",3.0,Erin FitzPatrick (Primary),Main Campus or Dubois Campus,,,,,Wednesday,04:00  PM,06:45  PM,Mebane Hall,103,08/19/2024,12/12/2024,28,21,,
SPED,4277,091,12811,"Teaching Written Expression to K-12 Learners
Lecture",3.0,Erin FitzPatrick (Primary),Main Campus or Dubois Campus,,,,,Monday,04:00  PM,06:45  PM,Macy,201,08/19/2024,12/12/2024,28,21,,
SPED,4279,001,11390,"Content Area Instruction for Inclusive Classrooms
Lecture",3.0,Christopher O'Brien (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Smith,303,08/19/2024,12/12/2024,28,22,,
SPED,4280,001,10886,"Instruction and Support for Learners with Extensive Support Needs
Lecture",3.0,Virginia Walker (Primary),Main Campus or Dubois Campus,,,,,Wednesday,05:30  PM,08:15  PM,Mebane Hall,357,08/19/2024,12/12/2024,8,5,,
SPED,4281,001,17314,"Communication Instruction for Students with Extensive Support Needs
Lecture",3.0,Kimberly Bunch-Crump (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Mebane Hall,167,08/19/2024,12/12/2024,16,13,2.0,2.0
SPED,4318,001,12346,"Collaboration and Transition-Focused Education
Lecture",3.0,Leslie Bross (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Macy,201,08/19/2024,12/12/2024,28,15,,
SPED,4400,001,12813,"Integrated Instructional Applications in Special Education
Practicum",3.0,Shawnee Wakeman (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,College of Health & Human Serv,157,08/19/2024,12/12/2024,13,10,,
SPED,4400,002,12815,"Integrated Instructional Applications in Special Education
Practicum",3.0,Paula Williams (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Colvard,5096,08/19/2024,12/12/2024,28,22,,
SPED,4476,090,17395,"Stu Tch/Sem: K-12 Adapted Curr
Student Teaching",15.0,Ann Jolly (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,1,0,,
SPED,5200,080,12786,"Concepts of Behavior Analysis
Lecture",3.0,Charles Wood (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,0,,
SPED,5200,081,15163,"Concepts of Behavior Analysis
Lecture",3.0,Michelle Garcia (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,0,,
SPED,5200,082,17619,"Concepts of Behavior Analysis
Lecture",3.0,Dayna Miller (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,2,,
SPED,5211,080,11580,"Nature & Need of Gifted Stdnts
Lecture",3.0,Amber Stokes (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,30,23,,
SPED,5300,080,12369,"Lifespan Development
Lecture",3.0,LuAnn Jordan (Primary),Distance Education,,,,,Tuesday,04:00  PM,04:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,9,3.0,3.0
SPED,5300,081,12657,"Lifespan Development
Lecture",3.0,Steven Eddy (Primary),Distance Education,,,,,Tuesday,04:00  PM,04:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,11,3.0,3.0
SPED,5370,080,12370,"Culturally Responsive PBS
Lecture",3.0,Kimberly Bunch-Crump (Primary),Distance Education,,,,,Wednesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,14,3.0,3.0
SPED,5370,081,12663,"Culturally Responsive PBS
Lecture",3.0,Steven Eddy (Primary),Distance Education,,,,,Wednesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,15,,
SPED,5375,080,12371,"Foundations of Literacy
Lecture",3.0,LuAnn Jordan (Primary),Distance Education,,,,,Tuesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,12,,
SPED,5379,080,15836,"Diversity and Disability in the Inclusive Classroom
Lecture",2.0,Gloria Campbell-Whatley (Primary),Distance Education,,,,,Thursday,05:00  PM,06:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,20,,
SPED,5380,080,12372,"Multiple Disabilities and SI
Lecture",3.0,Fred Spooner (Primary),Distance Education,,,,,Monday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,12,,
SPED,5400,080,12664,"Practicum: Integrated Instructional Applications in Special Education
Lecture",3.0,LuAnn Jordan (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,5,,
SPED,5400,081,12665,"Practicum: Integrated Instructional Applications in Special Education
Lecture",3.0,Steven Eddy (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,5,,
SPED,5400,082,13028,"Practicum: Integrated Instructional Applications in Special Education
Lecture",3.0,Mary Anderson (Primary),Distance Education,,,,,Thursday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,5,2.0,2.0
SPED,6115,080,11622,"Introduction to Autism Spectrum Disorder
Lecture",3.0,Janet Enriquez (Primary),Distance Education,,,,,Monday,05:00  PM,06:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,13,,
SPED,6124,080,10931,"Meth of Instr Gifted Students
Lecture",3.0,Cathy Ballard (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,30,10,,
SPED,6202,080,13997,"Behavioral Assessment
Lecture",3.0,Ya-yu Lo (Primary),Distance Education,,,,,Wednesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,1,3.0,3.0
SPED,6202,081,15054,"Behavioral Assessment
Lecture",3.0,Michelle Garcia (Primary),Distance Education,,,,,Wednesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,0,3.0,3.0
SPED,6202,083,17620,"Behavioral Assessment
Lecture",3.0,Ya-yu Lo (Primary),Distance Education,,,,,Wednesday,05:00  PM,07:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,20,2,,
SPED,6390,080,12788,"Collaboration and Transition-Focused Education
Lecture",2.0,Darcy Fredrick (Primary),Distance Education,,,,,Tuesday,05:00  PM,06:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,30,19,,
SPED,6475,080,17497,"Internship: General Curriculum
Internship",3.0,Ann Jolly (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,1,0,1.0,1.0
SPED,6637,080,16098,"Theory & Dev of Creativity
Lecture",3.0,Michael Matthews (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,30,25,,
SPED,6691,080,11018,"Seminar in Prof & Lead Dvlpmnt
Seminar",1.0,Corinne Kingsbery (Primary),Distance Education,,,,,Monday,05:00  PM,06:00  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,1,,
SPED,6692,080,11019,"Research Proposal
Research",2.0,Ya-yu Lo (Primary),Distance Education,,,,,Tuesday,05:00  PM,06:45  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,0,,
SPED,6800,082,12810,"Ind Study in Special Educ
Independent Study",2.0,Ya-yu Lo (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,5,1,,
SPED,6800,083,14000,"Ind Study in Special Educ
Independent Study",3.0,Ya-yu Lo (Primary),Distance Education,,,,,,,,,,08/19/2024,12/12/2024,5,4,,
SPED,8273,001,14003,"Grant Writing in Special Education
Lecture",2.0,Hedda Meadan-Kaplansky (Primary),Main Campus or Dubois Campus,,,,,Monday,02:00  PM,04:45  PM,Mebane Hall,344,08/19/2024,12/12/2024,10,9,,
SPED,8277,001,14002,"Professional Writing in Special Education
Lecture",2.0,Virginia Walker (Primary),Main Campus or Dubois Campus,,,,,Monday,05:00  PM,07:45  PM,Mebane Hall,344,08/19/2024,12/12/2024,10,3,,
SPED,8475,001,11395,"College Teaching in Spec Educ
Practicum",3.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,15,7,,
SPED,8671,090,10342,"Doctoral Sem in Spec Educ Rsch
Seminar",3.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,Tuesday,04:00  PM,06:45  PM,Mebane Hall,344,08/19/2024,12/12/2024,10,3,,
SPED,8673,090,10345,"Doctoral Seminar in Diversity and Collaboration
Seminar",3.0,Gloria Campbell-Whatley (Primary),Main Campus or Dubois Campus,,,,,Tuesday,05:00  PM,07:45  PM,Mebane Hall,357,08/19/2024,12/12/2024,8,7,,
SPED,8675,090,10349,"Spec Ed Doct Sem Appl Beh Anly
Seminar",3.0,Charles Wood (Primary),Main Campus or Dubois Campus,,,,,Wednesday,05:00  PM,07:45  PM,Mebane Hall,344,08/19/2024,12/12/2024,10,8,,
SPED,8800,003,15841,"Independent Study in Spec Educ
Independent Study",3.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,5,4,,
SPED,8999,006,10352,"Dissertation Credits
Research",6.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,10,7,,
SPED,8999,009,13553,"Dissertation Credits
Research",9.0,Kristen Beach (Primary),Main Campus or Dubois Campus,,,,,,,,,,08/19/2024,12/12/2024,10,6,,
SPEL,3100,001,11269,"Introduction to Special Education and Dual Program
Lecture",3.0,Kelly Anderson (Primary),Main Campus or Dubois Campus,,,,,Tuesday,02:30  PM,05:15  PM,College of Health & Human Serv,285,08/19/2024,12/12/2024,17,11,,
SPEL,3173,001,12812,"Assessment in Special Education and Elementary Education
Lecture",3.0,Corinne Kingsbery (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,05:15  PM,College of Health & Human Serv,290,08/19/2024,12/12/2024,28,19,,
SPEL,4171,001,11020,"Special Education: Consultation and Collaboration in Elementary Schools
Lecture",3.0,Kelly Anderson (Primary),Main Campus or Dubois Campus,,,,,Monday,04:00  PM,06:45  PM,Mebane Hall,168,08/19/2024,12/12/2024,28,22,,
SPOA,1120,001,17039,"Factors of Human Performance
Lecture",3.0,Abbey Fenwick (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Fretwell,100,08/19/2024,12/12/2024,200,174,20.0,20.0
SPOA,4210,001,16826,"Advanced Baseball Analytics
Lecture",3.0,Bienvenido Rodriguez-Medina (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",01:25  PM,02:15  PM,Energy Prod & Infrastructr Ctr,G222,08/19/2024,12/12/2024,20,18,2.0,2.0
STAT,1220,001,10140,"Elements of Stat I (BUSN)
Lecture",3.0,Mohammed Daher (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",08:00  AM,08:50  AM,Friday,142,08/19/2024,12/12/2024,75,1,,
STAT,1220,002,10141,"Elements of Stat I (BUSN)
Lecture",3.0,Wan Rabiatul Hountondji Wan Othman (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,Denny,220,08/19/2024,12/12/2024,93,1,,
STAT,1220,003,11033,"Elements of Stat I (BUSN)
Lecture",3.0,Wan Rabiatul Hountondji Wan Othman (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Denny,200,08/19/2024,12/12/2024,100,1,,
STAT,1220,004,10933,"Elements of Stat I (BUSN)
Lecture",3.0,Madhumita Paul (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Denny,200,08/19/2024,12/12/2024,100,2,,
STAT,1220,005,10142,"Elements of Stat I (BUSN)
Lecture",3.0,Madhumita Paul (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Denny,220,08/19/2024,12/12/2024,100,0,,
STAT,1220,006,10648,"Elements of Stat I (BUSN)
Lecture",3.0,Zhiyi Zhang (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",04:00  PM,05:15  PM,Denny,220,08/19/2024,12/12/2024,100,1,,
STAT,1220,007,13629,"Elements of Stat I (BUSN)
Lecture",3.0,Madhumita Paul (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",05:30  PM,06:45  PM,Fretwell,121,08/19/2024,12/12/2024,100,1,,
STAT,1220,700,10646,"Elements of Stat I (BUSN)
Lecture",3.0,Gary Klipp (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,,,,,,08/19/2024,12/12/2024,60,0,,
STAT,1220L,001,17225,"The Academic Success Experience
Lab",1.0,Wan Rabiatul Hountondji Wan Othman (Primary),Main Campus or Dubois Campus,,,,,Thursday,11:30  AM,12:45  PM,Macy,206,08/19/2024,12/12/2024,15,7,,
STAT,1221,001,10651,"Elements of Stat I (BIOL)
Lecture",3.0,Weihua Zhou (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",02:30  PM,03:45  PM,McEniry,116,08/19/2024,12/12/2024,80,0,,
STAT,1222,001,10143,"Intro to Statistics
Lecture",3.0,Caylah Crosby (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",08:00  AM,08:50  AM,Colvard,1040,08/19/2024,12/12/2024,84,1,8.0,8.0
STAT,1222,002,10653,"Intro to Statistics
Lecture",3.0,Caylah Crosby (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Colvard,1040,08/19/2024,12/12/2024,84,0,8.0,8.0
STAT,1222,003,10654,"Intro to Statistics
Lecture",3.0,Yanjmaa Jutmaan (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Fretwell,124,08/19/2024,12/12/2024,84,2,,
STAT,1222,004,10655,"Intro to Statistics
Lecture",3.0,Wan Rabiatul Hountondji Wan Othman (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",12:20  PM,01:10  PM,Fretwell,124,08/19/2024,12/12/2024,84,0,,
STAT,1222,005,10144,"Intro to Statistics
Lecture",3.0,Yanjmaa Jutmaan (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Fretwell,124,08/19/2024,12/12/2024,84,0,,
STAT,1222,006,10657,"Intro to Statistics
Lecture",3.0,Wan Rabiatul Hountondji Wan Othman (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",01:25  PM,02:15  PM,Fretwell,124,08/19/2024,12/12/2024,84,2,,
STAT,1222,007,10658,"Intro to Statistics
Lecture",3.0,Yanjmaa Jutmaan (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",05:30  PM,06:45  PM,Colvard,1040,08/19/2024,12/12/2024,84,0,,
STAT,1222,008,10757,"Intro to Statistics
Lecture",3.0,Yanjmaa Jutmaan (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",04:00  PM,05:15  PM,Colvard,1040,08/19/2024,12/12/2024,84,1,,
STAT,1222,009,13036,"Intro to Statistics
Lecture",3.0,Travis Weiland (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",05:30  PM,06:45  PM,Fretwell,124,08/19/2024,12/12/2024,84,1,,
STAT,1222,010,10145,"Intro to Statistics
Lecture",3.0,Sina Saba (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday",07:00  PM,08:15  PM,Fretwell,124,08/19/2024,12/12/2024,84,0,,
STAT,1222,011,15188,"Intro to Statistics
Lecture",3.0,Weihua Zhou (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,Fretwell,124,08/19/2024,12/12/2024,84,1,,
STAT,1222,012,17643,"Intro to Statistics
Lecture",3.0,Amanda Gute (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Colvard,1017,08/19/2024,12/12/2024,65,0,6.0,6.0
STAT,1222,080,13533,"Intro to Statistics
Lecture",3.0,Travis Weiland (Primary),Distance Education,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,,,,,,08/19/2024,12/12/2024,30,3,,
STAT,1222,700,11034,"Intro to Statistics
Lecture",3.0,Travis Weiland (Primary),Main Campus or Dubois Campus,"Math - Logic Requirement

Student Data Mart - Gen Ed",,,,,,,,,08/19/2024,12/12/2024,65,1,5.0,5.0
STAT,2122,001,11274,"Intro to Prob & Stat
Lecture",3.0,Suxian Zhou (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",08:00  AM,08:50  AM,Friday,141,08/19/2024,12/12/2024,50,3,,
STAT,2122,002,10758,"Intro to Prob & Stat
Lecture",3.0,Mohammed Daher (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Fretwell,128,08/19/2024,12/12/2024,60,0,,
STAT,2122,003,11645,"Intro to Prob & Stat
Lecture",3.0,Zhiyi Zhang (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Fretwell,128,08/19/2024,12/12/2024,60,2,,
STAT,2122,004,11713,"Intro to Prob & Stat
Lecture",3.0,Vlad Margarint (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,Fretwell,128,08/19/2024,12/12/2024,60,0,,
STAT,2122,005,11813,"Intro to Prob & Stat
Lecture",3.0,Vlad Margarint (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Denny,122,08/19/2024,12/12/2024,60,0,,
STAT,2122,006,15094,"Intro to Prob & Stat
Lecture",3.0,Shengwen Guo (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,Fretwell,128,08/19/2024,12/12/2024,60,0,,
STAT,2122,007,15261,"Intro to Prob & Stat
Lecture",3.0,Shanshan Wang (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,McEniry,116,08/19/2024,12/12/2024,50,0,,
STAT,2223,001,10759,"Elements of Statistics II
Lecture",3.0,Bo Tang (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,McEniry,401,08/19/2024,12/12/2024,40,3,,
STAT,2223,002,11714,"Elements of Statistics II
Lecture",3.0,Jiancheng Jiang (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,Denny,109,08/19/2024,12/12/2024,50,1,,
STAT,2223,003,17430,"Elements of Statistics II
Lecture",3.0,Yijiang Wang (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",05:30  PM,06:45  PM,Colvard,4123,08/19/2024,12/12/2024,50,6,,
STAT,2223,004,17532,"Elements of Statistics II
Lecture",3.0,Hector Barriga-Acosta (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,Colvard,5091,08/19/2024,12/12/2024,50,0,5.0,5.0
STAT,3110,001,11791,"Applied Regression
Lecture",3.0,Qingning Zhou (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,Fretwell,106,08/19/2024,12/12/2024,45,20,,
STAT,3110,002,12151,"Applied Regression
Lecture",3.0,Yinghao Pan (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",12:20  PM,01:10  PM,Fretwell,106,08/19/2024,12/12/2024,45,26,,
STAT,3122,001,14567,"Probability & Statistics I
Lecture",3.0,Shaoyu Li (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,Fretwell,106,08/19/2024,12/12/2024,10,1,,
STAT,3122,002,11302,"Probability & Statistics I
Lecture",3.0,Sebastien Bossu (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Colvard,1040,08/19/2024,12/12/2024,10,1,,
STAT,3123,001,12148,"Probability & Statistics II
Lecture",3.0,Eliana Christou (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",01:00  PM,02:15  PM,Fretwell,205,08/19/2024,12/12/2024,15,9,,
STAT,3128,001,10760,"Prob & Stat for Engineers
Lecture",3.0,Hee Cheol Chung (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,Denny,215,08/19/2024,12/12/2024,23,0,,
STAT,3128,002,11733,"Prob & Stat for Engineers
Lecture",3.0,Hee Cheol Chung (Primary),Main Campus or Dubois Campus,,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,Denny,122,08/19/2024,12/12/2024,55,2,,
STAT,3128,003,11429,"Prob & Stat for Engineers
Lecture",3.0,Wenyu Gao (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Denny,103,08/19/2024,12/12/2024,23,0,7.0,7.0
STAT,3128,004,11521,"Prob & Stat for Engineers
Lecture",3.0,Bo Tang (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,College of Health & Human Serv,145,08/19/2024,12/12/2024,60,21,,
STAT,3160,001,13540,"Applied Multivariate Analysis
Lecture",3.0,Weihua Zhou (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,Smith,204,08/19/2024,12/12/2024,45,0,,
STAT,3180,001,13675,"Predictive Analytics
Lecture",3.0,Dorothy Andrews (Primary),Main Campus or Dubois Campus,,,,,Friday,12:20  PM,03:05  PM,Online (No Building Needed),INTERNET,08/19/2024,12/12/2024,15,14,,
STAT,4123,001,14855,"Applied Statistics I
Lecture",3.0,Eliana Christou (Primary),Main Campus or Dubois Campus,,,,,"Monday,Wednesday",02:30  PM,03:45  PM,Friday,106,08/19/2024,12/12/2024,20,7,,
